droplet,t,x,x_rec,x_adv
1,7.86,7.929141343877007,6.099815157116451,9.704251386321626
1,7.865,7.945999277611619,6.1229205175600745,9.727356746765249
1,7.87,7.963168194064276,6.1229205175600745,9.750462107208874
1,7.875,7.975978363825957,6.146025878003697,9.750462107208874
1,7.88,7.993658139844996,6.16913123844732,9.773567467652496
1,7.885,8.010609281427731,6.16913123844732,9.796672828096119
1,7.89,8.022786072623706,6.192236598890943,9.796672828096119
1,7.895,8.040744473897108,6.215341959334566,9.819778188539741
1,7.9,8.056890317709433,6.215341959334566,9.842883548983364
1,7.905,8.069342668994482,6.238447319778189,9.842883548983364
1,7.91,8.086671794515635,6.261552680221811,9.865988909426987
1,7.915,8.10324985417883,6.261552680221811,9.889094269870611
1,7.92,8.115474780658808,6.284658040665435,9.889094269870611
1,7.925,8.133698383984443,6.3077634011090575,9.912199630314234
1,7.93,8.149263180082361,6.3077634011090575,9.935304990757857
1,7.935,8.162503978621293,6.33086876155268,9.935304990757857
1,7.94,8.180534001131333,6.353974121996304,9.95841035120148
1,7.945,8.197539383276006,6.353974121996304,9.981515711645102
1,7.95,8.211733260520788,6.353974121996304,10.050831792975972
1,7.955,8.228633753723974,6.400184842883549,10.004621072088725
1,7.96,8.244702978709174,6.400184842883549,10.027726432532347
1,7.965,8.26009974939825,6.423290203327173,10.027726432532347
1,7.97,8.275041847487666,6.446395563770795,10.050831792975972
1,7.975,8.291050599241556,6.446395563770795,10.073937153419594
1,7.98,8.306366531677432,6.469500924214418,10.073937153419594
1,7.985,8.321361838144504,6.492606284658041,10.097042513863217
1,7.99,8.337889151507056,6.492606284658041,10.12014787430684
1,7.995,8.353274127810492,6.515711645101664,10.143253234750462
1,8.0,8.368128225361419,6.538817005545287,10.143253234750462
1,8.005,8.385120548196014,6.561922365988909,10.166358595194085
1,8.01,8.401148576233556,6.561922365988909,10.189463955637708
1,8.015,8.414873287948899,6.585027726432533,10.189463955637708
1,8.02,8.43160869962616,6.608133086876156,10.212569316081332
1,8.025,8.448880930753942,6.608133086876156,10.235674676524955
1,8.03,8.461405538110686,6.631238447319778,10.235674676524955
1,8.035,8.47797794388016,6.654343807763402,10.258780036968577
1,8.04,8.495457741581795,6.654343807763402,10.2818853974122
1,8.045,8.508083427594007,6.6774491682070245,10.2818853974122
1,8.05,8.52443928789232,6.700554528650647,10.304990757855823
1,8.055,8.541834246739993,6.700554528650647,10.328096118299445
1,8.06,8.554025713322652,6.72365988909427,10.328096118299445
1,8.065,8.570491648026133,6.746765249537893,10.351201478743068
1,8.07,8.588388037870097,6.746765249537893,10.374306839186692
1,8.075,8.600706836848023,6.769870609981516,10.374306839186692
1,8.08,8.618410550119716,6.792975970425139,10.397412199630315
1,8.085,8.63492855384356,6.792975970425139,10.420517560073938
1,8.09,8.648734641268234,6.816081330868762,10.420517560073938
1,8.095,8.664456336327316,6.839186691312385,10.44362292051756
1,8.1,8.68142953727816,6.839186691312385,10.466728280961183
1,8.105,8.696026514837447,6.8622920517560075,10.466728280961183
1,8.11,8.711214091166493,6.88539741219963,10.489833641404806
1,8.115,8.727675397096347,6.88539741219963,10.51293900184843
1,8.12,8.742864357274424,6.908502772643254,10.51293900184843
1,8.125,8.758985354942267,6.931608133086876,10.536044362292053
1,8.13,8.77383876048736,6.931608133086876,10.559149722735675
1,8.135,8.789470147763598,6.954713493530499,10.559149722735675
